luukki;kallio;mannerheimintie;makelankatu;leppavaara;lohja;tikkurila;vartiokyla;Datetime
5,4;9,5;11,3;21,1;14,8;5,4;19,3;24;2015-10-30 20:00:00
7;7,1;10,9;13,8;17,1;5;18,1;23,1;2015-10-30 21:00:00
3,6;7,7;11;12,4;18,2;4,5;16,7;23;2015-10-30 22:00:00
-0,3;10,2;7,5;16,4;21,6;4,1;17,4;19,4;2015-10-30 23:00:00
2,2;12,1;11,7;17,7;23,8;5,2;17,2;17,4;2015-10-31 00:00:00
6,6;5,3;7,4;16,9;21,7;3,8;18,3;15,5;2015-10-31 01:00:00
-0,3;3;8,5;0,8;19,9;3,5;17,4;14,2;2015-10-31 02:00:00
3,9;4,3;8,7;8,3;18,1;3,2;15,4;9,4;2015-10-31 03:00:00
6,8;3,1;8,6;7,6;16,4;2,9;12;6,1;2015-10-31 04:00:00
11,9;3,5;5,1;8,1;14,9;3;12,9;5,3;2015-10-31 05:00:00
4,8;8;6,7;11;13,4;3,1;11,5;5,4;2015-10-31 06:00:00
7,5;5,7;5,8;7,2;11,2;4;9,8;6;2015-10-31 07:00:00
7,8;7,4;7,3;6,2;10,7;4,1;8,7;6,2;2015-10-31 08:00:00
4,2;7,7;8,5;-1,6;3,3;4,2;6,6;7;2015-10-31 09:00:00
0,6;6,2;8,3;6,2;4,6;6,9;6,2;9,1;2015-10-31 10:00:00
0,3;8,9;9,3;12,3;9,6;8;8,7;10,7;2015-10-31 11:00:00
9,4;10,4;10,7;13,9;13,3;8,1;10,2;12,1;2015-10-31 12:00:00
10,2;10,8;7,7;12,7;11,9;6,4;10,5;12,4;2015-10-31 13:00:00
7,5;7,7;12,3;13,5;11,5;4;9;11,1;2015-10-31 14:00:00
5,3;4,3;11;10,9;7,5;3,5;5,8;7,2;2015-10-31 15:00:00
1,6;6,8;11,4;12,2;7;5,3;5;8;2015-10-31 16:00:00
6,4;8,8;7,6;10,9;7,4;11,7;6,3;7,5;2015-10-31 17:00:00
14,5;11,5;7,9;14,2;12,7;11,9;9,8;11,1;2015-10-31 18:00:00
20;14,5;18;18,1;14,7;11,2;12,9;13,8;2015-10-31 19:00:00
21,6;14,9;19,5;18,7;18,6;11,6;12,2;14,2;2015-10-31 20:00:00
17,1;15,5;17,1;17;18,2;11,1;13;15,3;2015-10-31 21:00:00
15,4;15,9;15;12,7;16,7;12,6;13,1;14,9;2015-10-31 22:00:00
22;18,6;24,2;18,4;14,8;13,9;13,7;16,6;2015-10-31 23:00:00
0,6;2,3;-1,7;2,8;1,6;0,6;0,5;0,8;2015-12-01 00:00:00
0,9;2,8;-1,5;3,5;1,4;0,7;0,4;0,6;2015-12-01 01:00:00
0,4;2,9;1;-0,6;1,7;0,8;0,4;0,6;2015-12-01 02:00:00
2,7;2,8;1;0;0;0,8;0,6;0,9;2015-12-01 03:00:00
-0,8;2,7;3,4;1,6;-0,1;0,7;0,9;1;2015-12-01 04:00:00
1,9;2,6;0,3;4,5;-0,1;0,7;1,1;1;2015-12-01 05:00:00
0,1;2,8;-1;6,3;2,2;0,6;1,3;1;2015-12-01 06:00:00
3,4;4,6;4,7;10,3;3,2;0,6;1,4;1;2015-12-01 07:00:00
-1,1;4,1;3,2;7,8;-1,6;0,5;1,5;1,2;2015-12-01 08:00:00
0,7;3,8;4,8;;2,9;0,5;1,7;1,7;2015-12-01 09:00:00
-0,8;3,5;2,4;6,3;2;0,6;1,5;1,1;2015-12-01 10:00:00
1,1;3,3;2,3;6,9;1,2;0,7;2,2;0,7;2015-12-01 11:00:00
-2,4;3,6;1,3;9,7;1,9;1,2;1,1;0,7;2015-12-01 12:00:00
1,1;3,9;2,5;12;0,5;1,1;1,1;0,7;2015-12-01 13:00:00
3,2;4,4;6,7;11;0,7;0,6;0,9;0,7;2015-12-01 14:00:00
1,3;4;5,1;10,4;-1,8;0,5;1,4;1,3;2015-12-01 15:00:00
2,4;3,6;2,4;9,4;-0,9;5;4,7;1,2;2015-12-01 16:00:00
-1,2;3,5;-1,1;8,3;-0,7;0,6;3,5;3,9;2015-12-01 17:00:00
-0,3;3,7;4;9,4;2,5;1,1;1,8;13,1;2015-12-01 18:00:00
1,3;3;0,3;7,8;0,3;0,8;0,9;4,7;2015-12-01 19:00:00
-1,8;3,3;-2;4,8;0;1,2;0,5;1,4;2015-12-01 20:00:00
-1,7;3,5;0,5;5,3;-0,9;6,4;0,4;0,8;2015-12-01 21:00:00
;3,4;0,8;6;1,2;7,1;0,4;0,7;2015-12-01 22:00:00
0,5;3,4;13,4;5,4;-1;10,2;0,3;0,5;2015-12-01 23:00:00
2;3,3;2,5;4,5;-2;13,2;0,2;0,4;2015-12-02 00:00:00
2,5;3,3;3;6,6;-1,2;8,7;0,1;0,3;2015-12-02 01:00:00
0,9;3,2;0,2;5,7;-0,7;2,6;0,2;0,3;2015-12-02 02:00:00
-0,8;3;1,1;6,3;0,2;6,8;0,1;0,3;2015-12-02 03:00:00
0,3;4,3;-0,1;6,3;-1,2;9,9;0,2;0,4;2015-12-02 04:00:00
3,7;3,1;0,6;6,5;-0,3;4,2;1;1,1;2015-12-02 05:00:00
-1,9;5,3;1,8;10,6;0,8;4,1;0,7;1;2015-12-02 06:00:00
0;6;4,2;8,2;1,6;4,1;0,9;1,1;2015-12-02 07:00:00
-1,8;6,3;4,1;6,4;-1,3;2,4;0,9;1,3;2015-12-02 08:00:00
-1,8;5,1;4,9;7,5;-0,1;0,8;1;1,2;2015-12-02 09:00:00
-2,7;5,7;2;7,8;-1,2;1,2;1,2;1,4;2015-12-02 10:00:00
-2,6;8;6,1;8,2;-1,1;3,8;0,9;1;2015-12-02 11:00:00
1,4;4,4;4,4;6,1;1,3;8,4;1,9;2,2;2015-12-02 12:00:00
2,1;6,6;3,8;12;1,7;6,2;1,7;1,6;2015-12-02 13:00:00
3,5;4,5;5,7;12,7;4,8;4,2;1,7;2,3;2015-12-02 14:00:00
3,3;6,6;6;12;6,2;2,6;2,4;2,6;2015-12-02 15:00:00
4,7;5;8,3;11,7;6,9;3,3;2,6;4,6;2015-12-02 16:00:00
-1;6,2;5,6;11,6;8,5;4,8;6,5;8,7;2015-12-02 17:00:00
3;7,2;4,4;13,1;7,7;4,7;14,2;21,7;2015-12-02 18:00:00
-2,1;10,1;6,3;20;12,7;3,4;15,8;26,2;2015-12-02 19:00:00
5;7,8;4,6;6,8;13,5;6,5;21,3;32,2;2015-12-02 20:00:00
2,2;12;8,3;17;11,1;1,5;15,2;26,5;2015-12-02 21:00:00
;4,9;3,2;7,9;14,6;1,1;15,9;20;2015-12-02 22:00:00
-1,7;2,8;-2,1;10,2;10,6;1,5;11;16;2015-12-02 23:00:00
4,4;0,8;;4;9,2;1,1;7,6;7,4;2015-12-03 00:00:00
2,5;0,8;0,3;0,1;4;1,1;2;1;2015-12-03 01:00:00
-0,3;1,8;-0,3;0,6;0,8;0,7;0,9;1;2015-12-03 02:00:00
-1,1;0,6;0,9;0,8;2,1;0,5;0,5;0,5;2015-12-03 03:00:00
2,5;-0,1;0,8;-0,6;2,4;0,4;0,4;0,4;2015-12-03 04:00:00
0,7;0,9;0,1;3,4;-1,5;0,2;0,7;0,7;2015-12-03 05:00:00
-0,3;2,1;0,5;7,2;0,6;0,5;1,2;0,9;2015-12-03 06:00:00
-2,7;3,9;3,8;5,9;0,4;1,1;1,4;1,5;2015-12-03 07:00:00
-2,2;3,1;3,9;6,5;-2;1,2;1;2;2015-12-03 08:00:00
-2,4;5,2;2,5;6,4;;1,5;1,2;2,5;2015-12-03 09:00:00
-1,1;2,6;2,4;7,8;;1;1,8;2,7;2015-12-03 10:00:00
-1,9;5;6,3;9,6;;0,7;1,5;2,8;2015-12-03 11:00:00
0,8;3;3,2;6,4;;2,2;1,1;1,6;2015-12-03 12:00:00
1,5;5,1;2,3;5,8;;14,6;0,9;1,1;2015-12-03 13:00:00
4,2;4,6;1,8;8,6;;20,8;1,1;1,2;2015-12-03 14:00:00
-1,1;6;4;8,2;;1,5;1,2;1,4;2015-12-03 15:00:00
0,7;3,9;3,6;9,4;;1,4;1,9;2,2;2015-12-03 16:00:00
3,5;4,1;1,7;12,8;;1,6;2,5;2,7;2015-12-03 17:00:00
2,2;5,5;5,4;10,5;;1,5;4;4,4;2015-12-03 18:00:00
3;4,2;2,6;6,9;;1,5;4,5;3,5;2015-12-03 19:00:00
0,9;3,4;4,3;5,3;;1,8;4,6;3,5;2015-12-03 20:00:00
-2;4;0,7;5,3;;1,8;4,6;3,8;2015-12-03 21:00:00
-4,3;2,1;1,4;1,5;;2,7;5,1;3,1;2015-12-03 22:00:00
-1,9;2,7;0,2;2,4;;2,6;5,3;1,7;2015-12-03 23:00:00
-2,1;1,7;0,4;2,4;;2;4,5;1,9;2015-12-04 00:00:00
-0,2;2,3;3,4;4,3;;10;4,6;1,8;2015-12-04 01:00:00
1,5;1,1;2;7;;4,8;7,6;3,2;2015-12-04 02:00:00
0,8;1,3;3,8;4,2;;1;10,5;5,2;2015-12-04 03:00:00
-0,9;1;4;2,4;;1,7;10,9;3,7;2015-12-04 04:00:00
-0,9;1,6;3,8;4,6;;1,6;6,2;3,3;2015-12-04 05:00:00
-1,4;5,2;1,2;9,4;;2,1;3,1;3,4;2015-12-04 06:00:00
-1,2;3,6;7;4,3;;2,8;3,4;3,3;2015-12-04 07:00:00
-3,2;0,4;6,2;9,6;;2,4;2,8;3,6;2015-12-04 08:00:00
-2,9;1;2,8;0,4;;2,1;2,6;4,3;2015-12-04 09:00:00
-0,6;-1,6;3,5;-1,2;;1,4;1,9;2,2;2015-12-04 10:00:00
0,9;-2,4;3,7;0;;0,6;1,9;2,6;2015-12-04 11:00:00
-0,8;-0,4;1;2;;2,8;1,9;2,8;2015-12-04 12:00:00
2,5;-0,5;4,1;7,8;;5,6;3,8;5,2;2015-12-04 13:00:00
3,1;2,5;8,2;;;6,2;6,4;8,5;2015-12-04 14:00:00
7;3,6;10,1;4;;5,8;6,5;8;2015-12-04 15:00:00
8,1;5,1;7,6;6,1;;3,5;6,6;8,4;2015-12-04 16:00:00
7;2,7;5,4;2,2;8,5;3,5;4;4,7;2015-12-04 17:00:00
1,5;2,2;7,5;2,7;7,7;3,3;3,8;5,3;2015-12-04 18:00:00
3,4;3,2;6,2;2,5;7,8;1,8;3,7;4,9;2015-12-04 19:00:00
4,8;-0,4;4,1;0,1;6,6;0,9;1,9;3,2;2015-12-04 20:00:00
4,7;2,9;-1,9;3,5;2;0,6;1,2;2,1;2015-12-04 21:00:00
0,8;3,7;1,3;7,7;2,4;0,2;0,6;0,7;2015-12-04 22:00:00
-0,4;4,3;-0,9;9;1,6;0;0,1;0,2;2015-12-04 23:00:00
1,6;5,2;-2,9;9,5;2,3;-0,1;-0,1;0;2015-12-05 00:00:00
-0,6;2,8;2,7;6,4;1,5;-0,1;-0,1;-0,1;2015-12-05 01:00:00
1,5;4,9;-2,3;7;0,2;0;-0,1;-0,1;2015-12-05 02:00:00
-0,5;5,3;1;9,5;-0,1;0,1;-0,1;-0,1;2015-12-05 03:00:00
-0,1;4,8;0,8;5,2;-1,2;0,1;0;0;2015-12-05 04:00:00
-4,3;2,9;-2,5;3,9;-1;0,2;0;0,1;2015-12-05 05:00:00
2,2;2,8;0,9;1,6;-1,6;0,3;0;0,1;2015-12-05 06:00:00
-1,5;2,8;3,6;3,3;-0,7;0,5;0,2;0,3;2015-12-05 07:00:00
0,6;2,9;0,1;3,7;1,5;0,7;0,6;0,6;2015-12-05 08:00:00
2,4;1;0,2;1,8;2;1,5;1;0,8;2015-12-05 09:00:00
-2,8;2,3;1;4,6;1,7;2,8;2;1,6;2015-12-05 10:00:00
-1,6;3;0,7;2,6;-0,7;2,6;2,5;3,5;2015-12-05 11:00:00
-0,7;1,8;5,2;2,3;5,7;2,5;2,2;3,9;2015-12-05 12:00:00
-0,1;2,4;6,8;1,7;5,1;2,5;2,9;4,9;2015-12-05 13:00:00
-0,9;1,7;4,2;-1,6;4,3;2,5;2,2;4,2;2015-12-05 14:00:00
-0,5;2,7;4,4;3;3,1;1,1;2,5;5;2015-12-05 15:00:00
1,6;0,5;3,3;0,7;3,3;0,8;1,4;2,2;2015-12-05 16:00:00
0,7;1,3;3,7;2,2;3,6;1,2;1,6;2,6;2015-12-05 17:00:00
-0,7;3,3;3,8;2,5;3,7;1,5;1,9;4,1;2015-12-05 18:00:00
0;3,5;4,1;4;3,8;1,4;1,7;4,6;2015-12-05 19:00:00
1,3;3,1;0,3;2,8;2,3;0,9;1,4;3;2015-12-05 20:00:00
2,1;3,1;2,4;3,3;2,8;0,5;0,6;2;2015-12-05 21:00:00
;2,9;0,4;2,9;1,5;0,6;0,7;1,9;2015-12-05 22:00:00
4,9;2,2;-3,4;2,5;3,7;0,7;0,6;1,9;2015-12-05 23:00:00
-0,4;2,5;-4,4;3;2,7;0,7;0,7;1,8;2015-12-06 00:00:00
1,2;3;1,3;2,9;1,2;0,7;0,7;1,7;2015-12-06 01:00:00
1,3;2,5;3,4;2,2;0,8;0,6;0,7;1,8;2015-12-06 02:00:00
1,6;0,5;1,4;1,4;1,9;0,4;0,5;1,2;2015-12-06 03:00:00
-2;1,6;0,8;1,5;1,5;0,5;0,2;0,8;2015-12-06 04:00:00
1,3;1,8;0,3;1,5;1,8;0,4;0,3;1;2015-12-06 05:00:00
-0,5;0,2;2,7;1,4;2,6;0,4;0,3;1,2;2015-12-06 06:00:00
-1,7;2,5;3,6;2,9;0,4;0,3;0,4;1,5;2015-12-06 07:00:00
-0,6;2,2;0,7;2,1;1,3;0,5;0,4;1,4;2015-12-06 08:00:00
-2,2;1,2;1,1;2,2;0,9;0,5;0,5;1,3;2015-12-06 09:00:00
1,6;3,1;-0,4;3,1;0;0,8;0,5;1,3;2015-12-06 10:00:00
0;3,3;0,1;4,7;-1,5;0,7;0,5;1,3;2015-12-06 11:00:00
1;2,2;2,8;4,2;3,4;0,4;0,3;1,2;2015-12-06 12:00:00
0,1;2,6;0,8;3,6;1,9;0,5;0,3;1;2015-12-06 13:00:00
0,4;3,3;1;4,6;1;1,4;0,7;2,8;2015-12-06 14:00:00
-2,1;3,2;6;3,8;5,9;1,3;1,3;8,7;2015-12-06 15:00:00
-0,2;2,2;5,7;2,4;4,6;1,2;1,3;2,8;2015-12-06 16:00:00
-1;0,2;4,7;0,7;2;0,5;1;1,9;2015-12-06 17:00:00
2,2;0,2;3,3;-0,7;1,7;0,6;0,7;2,4;2015-12-06 18:00:00
0;0,5;3,5;0,3;1,3;1;0,8;2,4;2015-12-06 19:00:00
1,4;3,9;-0,8;4,5;3,2;0,3;0,5;1,6;2015-12-06 20:00:00
3;3,7;2;5,5;0,4;0;0,1;0,4;2015-12-06 21:00:00
0,4;3,5;-0,4;10,2;0,4;0;0;0,7;2015-12-06 22:00:00
3,4;2,3;2,8;5,9;-0,8;0,2;0;0,1;2015-12-06 23:00:00
-0,9;1,8;-0,3;2,4;-2,8;0,3;0,2;0,3;2015-12-07 00:00:00
-1,2;3;-0,4;3,5;-0,6;0,2;0,2;0,4;2015-12-07 01:00:00
-1;1,7;1,9;3;0,2;0,2;0,2;0,3;2015-12-07 02:00:00
2;2,3;2,1;2,9;0,2;0,2;0,2;0,2;2015-12-07 03:00:00
-0,6;2,1;-3,3;3,5;0,5;0,3;0,2;0,3;2015-12-07 04:00:00
-0,7;2,1;-0,6;2,6;0,8;0,4;0,4;0,4;2015-12-07 05:00:00
-2,2;1,8;0,4;4,3;0;0,6;0,6;0,7;2015-12-07 06:00:00
2,2;4,3;0,1;9,1;-2,4;0,8;0,8;0,8;2015-12-07 07:00:00
0,3;6,5;2,2;11,7;-2,9;1,3;0,7;0,8;2015-12-07 08:00:00
-3,7;7,8;-1,2;12,3;-1;4,6;0,3;0,4;2015-12-07 09:00:00
-0,7;5,8;4,1;8,8;-1,2;5,1;0,4;1;2015-12-07 10:00:00
-2,4;6,2;3,6;9,1;0,8;5,2;0,7;0,9;2015-12-07 11:00:00
1,3;6,5;-0,6;8,1;0;5,3;0,7;0,8;2015-12-07 12:00:00
3,3;7,9;2,5;8,3;0,8;6,5;0,7;0,9;2015-12-07 13:00:00
2;7;3,1;13;-0,1;6,7;0,8;1;2015-12-07 14:00:00
1;7,3;2,9;10,5;-0,2;7,7;0,7;1,1;2015-12-07 15:00:00
1,1;6,8;1;11,1;1,3;10,7;0,8;1,2;2015-12-07 16:00:00
-1,3;6,1;2,3;7,5;2,5;3,9;1;3,6;2015-12-07 17:00:00
-0,4;6,2;1;6,7;1,1;10,5;1,2;3,2;2015-12-07 18:00:00
-0,2;5,7;4,1;10,3;1,6;8,8;1,2;2,5;2015-12-07 19:00:00
4;5,7;3,6;9,5;1,7;11,5;1,2;4,1;2015-12-07 20:00:00
3,1;5,7;1,9;9,7;1;10;1,2;2,7;2015-12-07 21:00:00
-2,3;4,6;1;9,3;4,2;3,3;1,1;1,6;2015-12-07 22:00:00
-0,4;4,2;1,3;8,6;3;1,9;1,1;2,2;2015-12-07 23:00:00
2,7;4,9;-2,7;7,8;0;2,6;1,5;2,5;2015-12-08 00:00:00
0,4;4,4;0,1;5,3;0,4;3,9;2;2,8;2015-12-08 01:00:00
-0,5;4,7;4,2;7,6;2;3,1;2,1;2,9;2015-12-08 02:00:00
3,9;5,9;2,4;6;3,4;3;2,3;3;2015-12-08 03:00:00
1,4;3,4;1,2;5,8;2,3;2,8;2,4;3,2;2015-12-08 04:00:00
1,7;4,6;3,4;8,9;2,6;2,9;2,9;3,5;2015-12-08 05:00:00
2,9;6,2;1,5;12,3;3;3,9;4;4,2;2015-12-08 06:00:00
3,1;7,3;5,8;11,7;4,4;3,3;3,8;4,2;2015-12-08 07:00:00
1,8;5,6;-1,5;15,1;3,4;3,3;3,9;4,4;2015-12-08 08:00:00
2,1;6;6,2;10,4;2,4;3,5;4;4,1;2015-12-08 09:00:00
2;5,9;-0,5;10,5;5,7;4,1;4;4,3;2015-12-08 10:00:00
1,3;3,9;1,4;9,6;4,7;7,7;4,1;4,4;2015-12-08 11:00:00
4,3;7;4,2;8,8;6,7;5,6;4,5;5;2015-12-08 12:00:00
4,6;;3,9;13,2;6,7;6,2;8,9;5,5;2015-12-08 13:00:00
4,7;;4,3;13,8;8;5,1;10,5;5,9;2015-12-08 14:00:00
4;;2,5;16,8;9,7;5,1;14,2;5,6;2015-12-08 15:00:00
1,4;;7;13,3;10,8;5,8;16;5;2015-12-08 16:00:00
0,6;;-0,2;9,7;9,8;4,5;13,7;5,7;2015-12-08 17:00:00
2,8;;0,6;-4;11,6;2,9;12;4,3;2015-12-08 18:00:00
2,3;-3,3;0,2;1,7;7,5;1,9;7;2,4;2015-12-08 19:00:00
1,3;-2,8;3,7;2,7;5,6;1,3;2,3;2,3;2015-12-08 20:00:00
-0,5;-1,7;1,9;4,3;2,3;1,1;1,7;2,6;2015-12-08 21:00:00
2,2;-1,9;1,5;2,5;0,9;1,7;1,3;2;2015-12-08 22:00:00
1,8;-3,9;2,4;4,5;-0,8;2,7;1,4;2,1;2015-12-08 23:00:00
3,9;-1,1;2,3;6,9;-0,8;3,4;2;3;2015-12-09 00:00:00
2,9;0,4;1,1;4,1;0,5;3,1;2,3;3,7;2015-12-09 01:00:00
3,3;0,1;1,3;3,3;2,2;2,5;2,1;4;2015-12-09 02:00:00
3,3;-0,2;2,2;4,7;3,9;3,7;2,5;5,1;2015-12-09 03:00:00
4,6;2,2;3,8;7;6,9;4,9;4,7;6,9;2015-12-09 04:00:00
5,5;2;5,8;7,7;8,6;5,9;6,6;7,4;2015-12-09 05:00:00
8,2;4,4;7,1;8,3;7,2;7;6,8;7,6;2015-12-09 06:00:00
7,5;3,7;8,2;8,1;7,7;5;6,8;7,5;2015-12-09 07:00:00
6,2;3,9;6,7;10,2;8,3;4,5;4,9;7,2;2015-12-09 08:00:00
5,6;3,4;4,8;5,8;5;5;3,9;6,3;2015-12-09 09:00:00
3,2;3,2;5,4;8,6;3,9;4,3;4,1;5,7;2015-12-09 10:00:00
14,4;2,5;1,9;6,6;5,9;4;4,7;5,1;2015-12-09 11:00:00
2,5;6,3;7,7;11;7,3;3,8;6;7,9;2015-12-09 12:00:00
6,1;6,7;7,7;9,5;7,6;4,2;4,7;7,6;2015-12-09 13:00:00
4,6;6,2;11,6;9,8;5,8;4;4,1;8,5;2015-12-09 14:00:00
5,7;6,2;8,7;10,8;6,5;5,5;4,4;8,8;2015-12-09 15:00:00
1,1;5;8,1;10,2;4,6;9,4;4;6,8;2015-12-09 16:00:00
7,3;8,5;6,2;12,5;7,4;8,2;7;11,6;2015-12-09 17:00:00
10;7,9;13,3;11,2;9,4;6,9;9,3;11,4;2015-12-09 18:00:00
8,7;4,8;11,5;11,3;9,5;5,7;8,6;11,9;2015-12-09 19:00:00
6;4,3;7,3;7,8;5,2;3,9;6,2;7,6;2015-12-09 20:00:00
5,9;4,3;6,3;5,5;2,9;3,3;4,1;5,5;2015-12-09 21:00:00
-2,8;1,8;2,9;5,6;0,9;2,6;3,1;4,1;2015-12-09 22:00:00
6,6;2,6;4,9;6;-3,7;2,3;2,3;3,4;2015-12-09 23:00:00
4,1;3,8;5,3;8,2;-1,7;1,8;1,9;2,8;2015-12-10 00:00:00
1,4;0,4;1,1;4,9;2,6;1,7;1,7;2,3;2015-12-10 01:00:00
4,2;2,8;2,7;5,4;0,5;1,5;1,5;2,1;2015-12-10 02:00:00
3,1;0,1;-0,2;3,5;0,7;1,2;1,5;2,1;2015-12-10 03:00:00
3;0,1;-0,5;4,4;0,3;1,2;1,4;1,7;2015-12-10 04:00:00
3,9;0,4;2,3;4,2;1,1;1,6;1,4;1,6;2015-12-10 05:00:00
0;-0,6;0,5;4,4;1,1;3,5;1,9;2,4;2015-12-10 06:00:00
1,5;3,1;0,7;4,7;-0,4;4,8;3,7;5,1;2015-12-10 07:00:00
-0,3;3,6;6,9;5,2;4,9;2,8;3,7;4,9;2015-12-10 08:00:00
0;2,9;6;3,2;2,5;2,8;2,2;3,4;2015-12-10 09:00:00
1,2;1,6;3,8;3,9;1,8;3;2,8;4,4;2015-12-10 10:00:00
3,5;2,9;2;5,5;3,4;3,3;3,1;4,8;2015-12-10 11:00:00
2,2;3,4;4,7;6,5;4,1;3,7;3;4,8;2015-12-10 12:00:00
0;3,5;5,9;5,2;4;4,3;3,6;5,5;2015-12-10 13:00:00
7,4;6,3;4,6;6,4;4,5;3,8;4,2;6,1;2015-12-10 14:00:00
4,3;5,5;5,5;10,1;4,8;2,3;3,3;4,8;2015-12-10 15:00:00
1,7;3,6;3;5,8;2,4;2,1;2,2;4,5;2015-12-10 16:00:00
4,5;3,5;4,2;6,2;3,4;2,9;2,6;4,7;2015-12-10 17:00:00
1,1;3,5;9,5;4,7;4;2,9;2,8;5,1;2015-12-10 18:00:00
3,3;5,1;5,2;5;2,6;2,4;2,8;5;2015-12-10 19:00:00
4,3;2,3;3,9;5,8;6,2;2,5;2,4;4,7;2015-12-10 20:00:00
2;5,2;3,4;4,1;5;2,2;2,2;4,3;2015-12-10 21:00:00
4,5;2,4;1,4;4,6;4,5;2,8;1,9;4,1;2015-12-10 22:00:00
4,4;4,5;-5;5,1;5;2,6;2,9;5,1;2015-12-10 23:00:00
5,1;3,6;-1,6;5;2,2;2,6;2,4;4,7;2015-12-11 00:00:00
3,2;4,6;5,1;6;4,1;2;2,3;4,1;2015-12-11 01:00:00
4,6;1,5;7,8;3,4;1,6;2;1,8;2,9;2015-12-11 02:00:00
6,3;2,7;3,2;3,1;2,5;2,4;1,7;2,5;2015-12-11 03:00:00
3,8;2,3;1,1;4,8;2,8;2,4;2;2,6;2015-12-11 04:00:00
1,9;3;5,6;5,8;-0,4;2,4;2,1;2,7;2015-12-11 05:00:00
3,7;3,5;6,6;7,5;1,6;2,9;2,3;3;2015-12-11 06:00:00
7,6;2,3;4,5;7,7;1,8;3,7;2,8;3,6;2015-12-11 07:00:00
3,3;4,7;4,8;10,4;2,6;3,7;3,5;4,4;2015-12-11 08:00:00
2,4;2,1;3,2;7,4;4,5;3,6;3,8;4,2;2015-12-11 09:00:00
2,7;3,1;3,8;9;3;3,9;3,9;4,3;2015-12-11 10:00:00
3,1;3,9;5;9,3;4;4;3,9;4,4;2015-12-11 11:00:00
2,7;3,7;4,7;10,3;7,2;4,1;4,8;4,7;2015-12-11 12:00:00
5,1;4,8;3,7;12;7;3,7;6;4,9;2015-12-11 13:00:00
5,3;2,9;2;10,5;6,3;4,2;7,6;4,9;2015-12-11 14:00:00
6,4;4,4;4,9;9,9;9,9;2,7;8;5,6;2015-12-11 15:00:00
3,1;0,7;3,7;8,1;8,6;1,8;7,3;3,4;2015-12-11 16:00:00
0,5;1,4;2,6;4,3;6,6;1,5;4,2;2,8;2015-12-11 17:00:00
3,3;1,7;4,2;6,4;4,7;2,1;3,1;4;2015-12-11 18:00:00
-1,8;2,1;1,6;7;4,6;2,6;6,9;5,4;2015-12-11 19:00:00
-1,2;1,7;6,3;7,7;5,1;2,3;7,2;6,8;2015-12-11 20:00:00
1,1;0,4;3,1;3,9;5,3;1,6;6,9;6,3;2015-12-11 21:00:00
1,3;0,3;4,2;4,5;5;1,8;4,9;2,5;2015-12-11 22:00:00
1,5;1,1;1,3;6;6,4;2;4,4;2,5;2015-12-11 23:00:00
0,6;0,9;2,9;6,3;3,5;1,6;4,1;2,4;2015-12-12 00:00:00
-0,8;-0,2;0,1;6;3,7;1,9;3,7;2,5;2015-12-12 01:00:00
2,4;0,3;2,4;9,3;3,2;2,4;3,4;2,3;2015-12-12 02:00:00
3;2,7;4,4;6,6;4,7;2,3;2,3;2,8;2015-12-12 03:00:00
1,4;1,1;4,8;7,5;4,2;2,3;2,1;3,1;2015-12-12 04:00:00
1,5;1,8;-0,1;5,5;1,4;3,3;3,8;3,1;2015-12-12 05:00:00
1,3;1,6;5,4;8,1;2,2;4,3;2,5;3,1;2015-12-12 06:00:00
5,7;3,5;4,3;7,5;4,1;4,7;2,8;3,3;2015-12-12 07:00:00
1,9;1,3;1,2;9;3;5,6;3,8;6,9;2015-12-12 08:00:00
-1,8;3,2;2,2;12,9;6,6;4,7;4;12;2015-12-12 09:00:00
0,5;3,8;0,8;11,8;9,2;8,9;6,2;12,9;2015-12-12 10:00:00
0,5;3,4;4,4;10,7;10;17,2;7,7;10,6;2015-12-12 11:00:00
0,4;6,4;4,4;6,9;8,7;10,3;9,5;11,7;2015-12-12 12:00:00
0,8;4,9;4,9;8,3;9,8;8,2;9,5;11,9;2015-12-12 13:00:00
0,7;7;5,9;11,7;10,5;8;9,5;14,1;2015-12-12 14:00:00
1,1;5,5;2,2;12,1;15,2;7,6;13,4;17,7;2015-12-12 15:00:00
2,3;7;5,1;9,7;11,8;4,7;18,5;18,4;2015-12-12 16:00:00
0,5;3,5;4,8;9,3;9,4;7,9;19,1;34;2015-12-12 17:00:00
4,3;3,7;7,6;5,1;10,2;6,2;20,1;31;2015-12-12 18:00:00
7,6;5;6,1;6;11,6;3,6;23,9;20,3;2015-12-12 19:00:00
4,9;4,3;4,4;6,2;7,9;3,9;18,8;5,4;2015-12-12 20:00:00
8,4;5,1;4,2;6,1;3,7;2,2;6,5;4,2;2015-12-12 21:00:00
14,5;3,8;4,2;7,1;3,1;1,2;5,1;6,2;2015-12-12 22:00:00
4,5;1,3;0,6;8,8;5;1,5;4,7;7,3;2015-12-12 23:00:00
2,7;1,4;0,7;4;5,1;1,5;5,1;5,9;2015-12-13 00:00:00
4,7;1,6;4,1;3,5;5;1;5,5;5;2015-12-13 01:00:00
2,9;1,3;1,9;3,7;2,4;0,7;4,4;4,6;2015-12-13 02:00:00
1;0,9;1;3,6;1,5;0,3;3,2;3,7;2015-12-13 03:00:00
